JobID|JobName|Partition|State|Start|End|AllocNodes|AllocCPUS|NodeList
439667.0|bash||COMPLETED|2024-04-09T21:17:33|2024-04-09T21:18:49|1|1|frodo
439668|bash|jsteinhardt|COMPLETED|2024-04-09T21:20:05|2024-04-09T21:20:48|1|1|balrog
439668.extern|extern||COMPLETED|2024-04-09T21:20:05|2024-04-09T21:20:48|1|1|balrog
439668.0|bash||COMPLETED|2024-04-09T21:20:05|2024-04-09T21:20:48|1|1|balrog
439669|bash|jsteinhardt|COMPLETED|2024-04-09T21:21:33|2024-04-09T21:22:20|1|1|saruman
439669.extern|extern||COMPLETED|2024-04-09T21:21:33|2024-04-09T21:22:20|1|1|saruman
439669.0|bash||COMPLETED|2024-04-09T21:21:33|2024-04-09T21:22:20|1|1|saruman
439670|bash|jsteinhardt|CANCELLED by 3581|2024-04-09T21:24:01|2024-04-09T21:24:01|0|1|None assigned
439671|bash|jsteinhardt|COMPLETED|2024-04-09T21:24:33|2024-04-09T21:25:01|1|1|sunstone
439671.extern|extern||COMPLETED|2024-04-09T21:24:33|2024-04-09T21:25:01|1|1|sunstone
439671.0|bash||COMPLETED|2024-04-09T21:24:33|2024-04-09T21:25:01|1|1|sunstone
439672|bash|jsteinhardt|COMPLETED|2024-04-09T21:25:33|2024-04-09T21:26:16|1|1|smokyquartz
439672.extern|extern||COMPLETED|2024-04-09T21:25:33|2024-04-09T21:26:16|1|1|smokyquartz
439672.0|bash||COMPLETED|2024-04-09T21:25:33|2024-04-09T21:26:16|1|1|smokyquartz
439673|bash|jsteinhardt|COMPLETED|2024-04-09T21:26:33|2024-04-09T21:27:09|1|1|rainbowquartz
439673.extern|extern||COMPLETED|2024-04-09T21:26:33|2024-04-09T21:27:09|1|1|rainbowquartz
439673.0|bash||COMPLETED|2024-04-09T21:26:33|2024-04-09T21:27:09|1|1|rainbowquartz
